cod_partida;partida1;generica;especifica;subespecifica;denominacion;cod_tipocuenta;Estado;UltimoUsuario;UltimaFecha;tipo;nivel
308.02.04.00;8;2;4;0;VENTA DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS;3;A;;0000-00-00 00:00:00;D;4
308.02.05.00;8;2;5;0;VENTA DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS;3;A;;0000-00-00 00:00:00;D;4
308.02.06.00;8;2;6;0;VENTA DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS;3;A;;0000-00-00 00:00:00;D;4
308.03.00.00;8;3;0;0;VENTA DE ACCIONES Y PARTICIPACIONES DE CAPITAL DEL SECTOR EXTERNO;3;A;;0000-00-00 00:00:00;T;3
308.03.01.00;8;3;1;0;VENTA DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE ORGANISMOS INTERNACIONALES;3;A;;0000-00-00 00:00:00;D;4
308.03.99.00;8;3;99;0;VENTA DE ACCIONES Y PARTICIPACIONES DE CAPITAL DE OTROS ENTES DEL SECTOR EXTERNO;3;A;;0000-00-00 00:00:00;D;4
309.00.00.00;9;0;0;0;RECUPERACION DE PRESTAMOS DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;T;2
309.01.00.00;9;1;0;0;RECUPERACION DE PRESTAMOS OTORGADOS AL SECTOR PRIVADO DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;T;3
309.01.01.00;9;1;1;0;RECUPERACION DE PRESTAMOS OTORGADOS AL SECTOR PRIVADO DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
309.02.00.00;9;2;0;0;RECUPERACION DE PRESTAMOS OTORGADOS AL SECTOR PUBLICO DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;T;3
309.02.01.00;9;2;1;0;RECUPERACION DE PRESTAMOS OTORGADOS A LA REPUBLICA DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
309.02.02.00;9;2;2;0;RECUPERACION DE PRESTAMOS OTORGADOS A ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
309.02.03.00;9;2;3;0;RECUPERACION DE PRESTAMOS OTORGADOS A INSTITUCIONES DE PROTECCION SOCIAL DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
309.02.04.00;9;2;4;0;RECUPERACION DE PRESTAMOS OTORGADOS A ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
309.02.05.00;9;2;5;0;RECUPERACION DE PRESTAMOS OTORGADOS A ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
309.02.06.00;9;2;6;0;RECUPERACION DE PRESTAMOS OTORGADOS A ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
309.02.07.00;9;2;7;0;RECUPERACION DE PRESTAMOS OTORGADOS A ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
309.02.08.00;9;2;8;0;RECUPERACION DE PRESTAMOS OTORGADOS AL PODER ESTADAL DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
309.02.09.00;9;2;9;0;RECUPERACION DE PRESTAMOS OTORGADOS AL PODER MUNICIPAL DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
309.03.00.00;9;3;0;0;RECUPERACION DE PRESTAMOS OTORGADOS AL SECTOR EXTERNO DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;T;3
309.03.01.00;9;3;1;0;RECUPERACION DE PRESTAMOS OTORGADOS A INSTITUCIONES SIN FINES DE LUCRO DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
309.03.02.00;9;3;2;0;RECUPERACION DE PRESTAMOS OTORGADOS A GOBIERNOS EXTRANJEROS DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
309.03.03.00;9;3;3;0;RECUPERACION DE PRESTAMOS OTORGADOS A LOS ORGANISMOS INTERNACIONALES DE CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
310.00.00.00;10;0;0;0;RECUPERACION DE PRESTAMOS DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;T;2
310.01.00.00;10;1;0;0;RECUPERACION DE PRESTAMOS OTORGADOS AL SECTOR PRIVADO DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;T;3
310.01.01.00;10;1;1;0;RECUPERACION DE PRESTAMOS OTORGADOS AL SECTOR PRIVADO DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
310.02.00.00;10;2;0;0;RECUPERACION DE PRESTAMOS OTORGADOS AL SECTOR PUBLICO DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;T;3
310.02.01.00;10;2;1;0;RECUPERACION DE PRESTAMOS OTORGADOS A LA REPUBLICA DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
310.02.02.00;10;2;2;0;RECUPERACION DE PRESTAMOS OTORGADOS A ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
310.02.03.00;10;2;3;0;RECUPERACION DE PRESTAMOS OTORGADOS A INSTITUCIONES DE PROTECCION SOCIAL DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
310.02.04.00;10;2;4;0;RECUPERACION DE PRESTAMOS OTORGADOS A ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
310.02.05.00;10;2;5;0;RECUPERACION DE PRESTAMOS OTORGADOS A ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
310.02.06.00;10;2;6;0;RECUPERACION DE PRESTAMOS OTORGADOS A ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
310.02.07.00;10;2;7;0;RECUPERACION DE PRESTAMOS OTORGADOS A ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
310.02.08.00;10;2;8;0;RECUPERACION DE PRESTAMOS OTORGADOS AL PODER ESTADAL DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
310.02.09.00;10;2;9;0;RECUPERACION DE PRESTAMOS OTORGADOS AL PODER MUNICIPAL DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
310.03.00.00;10;3;0;0;RECUPERACION DE PRESTAMOS OTORGADOS AL SECTOR EXTERNO DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;T;3
310.03.01.00;10;3;1;0;RECUPERACION DE PRESTAMOS OTORGADOS A INSTITUCIONES SIN FINES DE LUCRO DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
310.03.02.00;10;3;2;0;RECUPERACION DE PRESTAMOS OTORGADOS A GOBIERNOS EXTRANJEROS DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
310.03.03.00;10;3;3;0;RECUPERACION DE PRESTAMOS OTORGADOS A ORGANISMOS INTERNACIONALES DE LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.00.00.00;11;0;0;0;DISMINUCION DE OTROS ACTIVOS FINANCIEROS;3;A;;0000-00-00 00:00:00;T;2
311.01.00.00;11;1;0;0;DISMINUCION DE DISPONIBILIDADES;3;A;;0000-00-00 00:00:00;T;3
311.01.01.00;11;1;1;0;DISMINUCION DE CAJA;3;A;;0000-00-00 00:00:00;D;4
311.01.02.00;11;1;2;0;DISMINUCION DE BANCOS;3;A;;0000-00-00 00:00:00;D;4
311.01.02.01;11;1;2;1;DISMINUCION DE BANCOS PUBLICOS;3;A;;0000-00-00 00:00:00;D;5
311.01.02.02;11;1;2;2;DISMINUCION DE BANCOS PRIVADOS;3;A;;0000-00-00 00:00:00;D;5
311.01.02.03;11;1;2;3;DISMINUCION DE BANCOS EN EL EXTERIOR;3;A;;0000-00-00 00:00:00;D;5
311.01.03.00;11;1;3;0;DISMINUCION DE INVERSIONES TEMPORALES;3;A;;0000-00-00 00:00:00;D;4
311.02.00.00;11;2;0;0;DISMINUCION DE CUENTAS POR COBRAR A CORTO PLAZO;3;A;;0000-00-00 00:00:00;T;3
311.02.01.00;11;2;1;0;DISMINUCION DE CUENTAS COMERCIALES POR COBRAR A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.02.02.00;11;2;2;0;DISMINUCION DE RENTAS POR RECAUDAR A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.02.03.00;11;2;3;0;DISMINUCION DE DEUDAS DE CUENTAS POR RENDIR A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.02.03.01;11;2;3;1;DISMINUCION DE DEUDAS DE CUENTADANTES POR RENDIR DE FONDOS EN AVANCE A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
311.02.03.02;11;2;3;2;DISMINUCION DE DEUDAS DE CUENTADANTES POR RENDIR DE FONDOS EN ANTICIPOS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
311.02.99.00;11;2;99;0;DISMINUCION DE OTRAS CUENTAS POR COBRAR A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.03.00.00;11;3;0;0;DISMINUCION DE EFECTOS POR COBRAR A CORTO PLAZO;3;A;;0000-00-00 00:00:00;T;3
311.03.01.00;11;3;1;0;DISMINUCION DE EFECTOS COMERCIALES POR COBRAR A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.03.99.00;11;3;99;0;DISMINUCION DE OTROS EFECTOS POR COBRAR A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.04.00.00;11;4;0;0;DISMINUCION DE CUENTAS POR COBRAR A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;T;3
311.04.01.00;11;4;1;0;DISMINUCION DE CUENTAS COMERCIALES POR COBRAR A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.04.02.00;11;4;2;0;DISMINUCION DE RENTAS POR RECAUDAR A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.04.99.00;11;4;99;0;DISMINUCION DE OTRAS CUENTAS POR COBRAR A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.05.00.00;11;5;0;0;DISMINUCION DE EFECTOS POR COBRAR A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;T;3
311.05.01.00;11;5;1;0;DISMINUCION DE EFECTOS COMERCIALES POR COBRAR A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.05.99.00;11;5;99;0;DISMINUCION DE OTROS EFECTOS POR COBRAR A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.06.00.00;11;6;0;0;DISMINUCION DE FONDOS EN AVANCE, ANTICIPO Y EN FIDEICOMISO;3;A;;0000-00-00 00:00:00;T;3
311.06.01.00;11;6;1;0;DISMINUCION DE FONDOS EN AVANCE;3;A;;0000-00-00 00:00:00;D;4
311.06.02.00;11;6;2;0;DISMINUCION DE FONDOS EN ANTICIPO;3;A;;0000-00-00 00:00:00;D;4
311.06.03.00;11;6;3;0;DISMINUCION DE FONDOS EN FIDEICOMISO;3;A;;0000-00-00 00:00:00;D;4
311.06.04.00;11;6;4;0;DISMINUCION DE ANTICIPOS A PROVEEDORES;3;A;;0000-00-00 00:00:00;D;4
311.06.05.00;11;6;5;0;DISMINUCION DE ANTICIPOS A CONTRATISTAS, POR CONTRATOS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.06.06.00;11;6;6;0;DISMINUCION DE ANTICIPOS A CONTRATISTAS, POR CONTRATOS A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.07.00.00;11;7;0;0;DISMINUCION DE ACTIVOS DIFERIDOS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;T;3
311.07.01.00;11;7;1;0;DISMINUCION DE GASTOS A CORTO PLAZO PAGADOS POR ANTICIPADO;3;A;;0000-00-00 00:00:00;D;4
311.07.01.01;11;7;1;1;DISMINUCION DE INTERESES DE LA DEUDA PUBLICA INTERNA A CORTO PLAZO PAGADOS POR ANTICIPADO;3;A;;0000-00-00 00:00:00;D;5
311.07.01.02;11;7;1;2;DISMINUCION DE INTERESES DE LA DEUDA PUBLICA EXTERNA A CORTO PLAZO PAGADOS POR ANTICIPADO;3;A;;0000-00-00 00:00:00;D;5
311.07.01.03;11;7;1;3;DISMINUCION DE OTROS INTERESES A CORTO PLAZO PAGADOS POR ANTICIPADO;3;A;;0000-00-00 00:00:00;D;5
311.07.01.04;11;7;1;4;DISMINUCION DE DEBITOS POR APERTURA DE CARTAS DE CREDITO A CORTO PLAZO 3.11.07.01.99 DISMINUCION DE OTROS GASTOS A CORTO PLAZO PAGADOS POR ANTICIPADO;3;A;;0000-00-00 00:00:00;D;5
311.07.02.00;11;7;2;0;DISMINUCION DE DEPOSITOS EN GARANTIA A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.07.99.00;11;7;99;0;DISMINUCION DE OTROS ACTIVOS DIFERIDOS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.08.00.00;11;8;0;0;DISMINUCION DE ACTIVOS DIFERIDOS A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;T;3
311.08.01.00;11;8;1;0;DISMINUCION DE GASTOS A MEDIANO Y LARGO PLAZO PAGADOS POR ANTICIPADO;3;A;;0000-00-00 00:00:00;D;4
311.08.01.01;11;8;1;1;DISMINUCION DE INTERESES DE LA DEUDA PUBLICA INTERNA A LARGO PLAZO PAGADOS POR ANTICIPADO;3;A;;0000-00-00 00:00:00;D;5
311.08.01.02;11;8;1;2;DISMINUCION DE INTERESES DE LA DEUDA PUBLICA EXTERNA A LARGO PLAZO PAGADOS POR ANTICIPADO;3;A;;0000-00-00 00:00:00;D;5
311.08.01.03;11;8;1;3;DISMINUCION DE OTROS INTERESES A MEDIANO Y LARGO PLAZO PAGADOS POR ANTICIPADO;3;A;;0000-00-00 00:00:00;D;5
311.08.01.99;11;8;1;99;DISMINUCION DE OTROS GASTOS A MEDIANO Y LARGO PLAZO PAGADOS POR ANTICIPADO;3;A;;0000-00-00 00:00:00;D;5
311.08.02.00;11;8;2;0;DISMINUCION DE DEPOSITOS EN GARANTIA A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.08.99.00;11;8;99;0;DISMINUCION DE OTROS ACTIVOS DIFERIDOS A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.09.00.00;11;9;0;0;DISMINUCION DEL FONDO DE ESTABILIZACION MACROECONOMICA (FEM);3;A;;0000-00-00 00:00:00;T;3
311.09.01.00;11;9;1;0;DISMINUCION DEL FONDO DE ESTABILIZACION MACROECONOMICA (FEM) DE LA REPUBLICA;3;A;;0000-00-00 00:00:00;D;4
311.09.02.00;11;9;2;0;DISMINUCION DEL FONDO DE ESTABILIZACION MACROECONOMICA (FEM) DEL PODER ESTADAL;3;A;;0000-00-00 00:00:00;D;4
311.09.03.00;11;9;3;0;DISMINUCION DEL FONDO DE ESTABILIZACION MACROECONOMICA (FEM) DEL PODER MUNICIPAL;3;A;;0000-00-00 00:00:00;D;4
311.10.00.00;11;10;0;0;DISMINUCION DEL FONDO DE AHORRO INTERGENERACIONAL;3;A;;0000-00-00 00:00:00;T;3
311.10.01.00;11;10;1;0;DISMINUCION DEL FONDO DE AHORRO INTERGENERACIONAL;3;A;;0000-00-00 00:00:00;D;4
311.12.00.00;11;12;0;0;DISMINUCION DEL FONDO DE APORTE DEL SECTOR PUBLICO;3;A;;0000-00-00 00:00:00;T;3
311.12.01.00;11;12;1;0;DISMINUCION DEL FONDO DE APORTE DEL SECTOR PUBLICO;3;A;;0000-00-00 00:00:00;D;4
311.20.00.00;11;20;0;0;DISMINUCION DE ACTIVOS EN PROCESO JUDICIAL;3;A;;0000-00-00 00:00:00;T;3
311.20.01.00;11;20;1;0;DISMINUCION DE ACTIVOS FINANCIEROS EN GESTION JUDICIAL A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.20.02.00;11;20;2;0;DISMINUCION DE TITULOS Y OTROS VALORES DE LA DEUDA PUBLICA EN LITIGIO A LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
311.99.00.00;11;99;0;0;DISMINUCION DE OTROS ACTIVOS FINANCIEROS;3;A;;0000-00-00 00:00:00;T;3
311.99.01.00;11;99;1;0;DISMINUCION DE OTROS ACTIVOS FINANCIEROS CIRCULANTES;3;A;;0000-00-00 00:00:00;D;4
311.99.02.00;11;99;2;0;DISMINUCION DE OTROS ACTIVOS FINANCIEROS NO CIRCULANTES;3;A;;0000-00-00 00:00:00;D;4
312.00.00.00;12;0;0;0;INCREMENTO DE PASIVOS;3;A;;0000-00-00 00:00:00;T;2
312.01.00.00;12;1;0;0;INCREMENTO DE GASTOS DE PERSONAL POR PAGAR;3;A;;0000-00-00 00:00:00;T;3
312.01.01.00;12;1;1;0;INCREMENTO DE SUELDOS, SALARIOS Y OTRAS REMUNERACIONES POR PAGAR;3;A;;0000-00-00 00:00:00;D;4
312.02.00.00;12;2;0;0;INCREMENTO DE APORTES PATRONALES Y RETENCIONES LABORALES POR PAGAR;3;A;;0000-00-00 00:00:00;T;3
312.02.01.00;12;2;1;0;INCREMENTO DE APORTES PATRONALES Y RETENCIONES LABORALES POR PAGAR AL INSTITUTO VENEZOLANO DE LOS SEGUROS SOCIALES (IVSS);3;A;;0000-00-00 00:00:00;D;4
312.02.02.00;12;2;2;0;INCREMENTO DE APORTES PATRONALES Y RETENCIONES LABORALES POR PAGAR AL INSTITUTO DE PREVISION SOCIAL DEL MINISTERIO DE EDUCACION (IPASME);3;A;;0000-00-00 00:00:00;D;4
312.02.03.00;12;2;3;0;INCREMENTO DE APORTES PATRONALES Y RETENCIONES LABORALES POR PAGAR AL FONDO DE JUBILACIONES;3;A;;0000-00-00 00:00:00;D;4
312.02.04.00;12;2;4;0;INCREMENTO DE APORTES PATRONALES Y RETENCIONES LABORALES POR PAGAR AL FONDO DE SEGURO DE PARO FORZOSO;3;A;;0000-00-00 00:00:00;D;4
312.02.05.00;12;2;5;0;INCREMENTO DE APORTES PATRONALES Y RETENCIONES LABORALES POR PAGAR AL FONDO DE AHORRO HABITACIONAL;3;A;;0000-00-00 00:00:00;D;4
312.02.06.00;12;2;6;0;INCREMENTO DE APORTES PATRONALES Y RETENCIONES LABORALES POR PAGAR POR SEGURO DE VIDA, ACCIDENTES PERSONALES, HOSPITALIZACION, CIRUGIA Y MATERNIDAD (HCM) Y GASTOS FUNERARIOS;3;A;;0000-00-00 00:00:00;D;4
312.02.07.00;12;2;7;0;INCREMENTO DE APORTES PATRONALES Y RETENCIONES LABORALES POR PAGAR A CAJAS DE AHORRO;3;A;;0000-00-00 00:00:00;D;4
312.02.08.00;12;2;8;0;INCREMENTO DE APORTES PATRONALES Y RETENCIONES LABORALES POR PAGAR A LOS ORGANISMOS DE SEGURIDAD SOCIAL;3;A;;0000-00-00 00:00:00;D;4
312.02.09.00;12;2;9;0;INCREMENTO DE APORTES PATRONALES Y RETENCIONES LABORALES POR PAGAR AL INSTITUTO DE COOPERACION EDUCATIVA (INCE);3;A;;0000-00-00 00:00:00;D;4
312.02.10.00;12;2;10;0;INCREMENTO DE APORTES PATRONALES Y RETENCIONES LABORALES POR PAGAR POR PENSION ALIMENTICIA;3;A;;0000-00-00 00:00:00;D;4
312.02.99.00;12;2;99;0;INCREMENTO DE OTROS APORTES PATRONALES Y OTRAS RETENCIONES LABORALES POR PAGAR;3;A;;0000-00-00 00:00:00;D;4
312.02.99.01;12;2;99;1;INCREMENTO DE OTROS APORTES PATRONALES POR PAGAR;3;A;;0000-00-00 00:00:00;D;5
312.02.99.02;12;2;99;2;INCREMENTO DE OTRAS RETENCIONES LABORALES POR PAGAR;3;A;;0000-00-00 00:00:00;D;5
312.03.00.00;12;3;0;0;INCREMENTO DE CUENTAS Y EFECTOS POR PAGAR A PROVEEDORES;3;A;;0000-00-00 00:00:00;T;3
312.03.01.00;12;3;1;0;INCREMENTO DE CUENTAS POR PAGAR A PROVEEDORES A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.03.02.00;12;3;2;0;INCREMENTO DE EFECTOS POR PAGAR A PROVEEDORES A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.03.03.00;12;3;3;0;INCREMENTO DE CUENTAS POR PAGAR A PROVEEDORES A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.03.04.00;12;3;4;0;INCREMENTO DE EFECTOS POR PAGAR A PROVEEDORES A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.04.00.00;12;4;0;0;INCREMENTO DE CUENTAS Y EFECTOS POR PAGAR A CONTRATISTAS;3;A;;0000-00-00 00:00:00;T;3
312.04.01.00;12;4;1;0;INCREMENTO DE CUENTAS POR PAGAR A CONTRATISTAS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.04.02.00;12;4;2;0;INCREMENTO DE EFECTOS POR PAGAR A CONTRATISTAS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.04.03.00;12;4;3;0;INCREMENTO DE CUENTAS POR PAGAR A CONTRATISTAS A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.04.04.00;12;4;4;0;INCREMENTO DE EFECTOS POR PAGAR A CONTRATISTAS A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.05.00.00;12;5;0;0;INCREMENTO DE INTERESES POR PAGAR;3;A;;0000-00-00 00:00:00;T;3
312.05.01.00;12;5;1;0;INCREMENTO DE INTERESES INTERNOS POR PAGAR;3;A;;0000-00-00 00:00:00;D;4
312.05.02.00;12;5;2;0;INCREMENTO DE INTERESES EXTERNOS POR PAGAR;3;A;;0000-00-00 00:00:00;D;4
312.06.00.00;12;6;0;0;INCREMENTO DE OTRAS CUENTAS Y EFECTOS POR PAGAR;3;A;;0000-00-00 00:00:00;T;3
312.06.01.00;12;6;1;0;INCREMENTO DE OTRAS CUENTAS POR PAGAR A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.06.02.00;12;6;2;0;INCREMENTO DE OTRAS OBLIGACIONES DE EJERCICIOS ANTERIORES POR PAGAR;3;A;;0000-00-00 00:00:00;D;4
312.06.03.00;12;6;3;0;INCREMENTO DE OTROS EFECTOS POR PAGAR A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.07.00.00;12;7;0;0;INCREMENTO DE PASIVOS DIFERIDOS;3;A;;0000-00-00 00:00:00;T;3
312.07.01.00;12;7;1;0;INCREMENTO DE PASIVOS DIFERIDOS A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.07.01.01;12;7;1;1;INCREMENTO DE RENTAS DIFERIDAS POR RECAUDAR A CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;5
312.07.02.00;12;7;2;0;INCREMENTO DE PASIVOS DIFERIDOS A MEDIANO Y LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.07.02.01;12;7;2;1;INCREMENTO DE COLOCACION DE CERTIFICADOS DE REINTEGRO TRIBUTARIO;3;A;;0000-00-00 00:00:00;D;5
312.07.02.02;12;7;2;2;INCREMENTO DE COLOCACION DE BONOS DE EXPORTACION;3;A;;0000-00-00 00:00:00;D;5
312.07.02.03;12;7;2;3;INCREMENTO DE COLOCACION DE BONOS EN DACION DE PAGOS;3;A;;0000-00-00 00:00:00;D;5
312.08.00.00;12;8;0;0;INCREMENTO DE PROVISIONES Y RESERVAS TECNICAS;3;A;;0000-00-00 00:00:00;T;3
312.08.01.00;12;8;1;0;INCREMENTO DE PROVISIONES;3;A;;0000-00-00 00:00:00;D;4
312.08.01.01;12;8;1;1;INCREMENTO DE PROVISIONES PARA CUENTAS INCOBRABLES;3;A;;0000-00-00 00:00:00;D;5
312.08.01.02;12;8;1;2;INCREMENTO DE PROVISIONES PARA DESPIDOS;3;A;;0000-00-00 00:00:00;D;5
312.08.01.03;12;8;1;3;INCREMENTO DE PROVISIONES PARA PERDIDAS DE INVENTARIOS;3;A;;0000-00-00 00:00:00;D;5
312.08.01.04;12;8;1;4;INCREMENTO DE PROVISIONES PARA BENEFICIOS SOCIALES;3;A;;0000-00-00 00:00:00;D;5
312.08.01.99;12;8;1;99;INCREMENTO DE OTRAS PROVISIONES;3;A;;0000-00-00 00:00:00;D;5
312.08.02.00;12;8;2;0;INCREMENTO DE RESERVAS TECNICAS;3;A;;0000-00-00 00:00:00;D;4
312.09.00.00;12;9;0;0;INCREMENTO DE FONDOS DE TERCEROS;3;A;;0000-00-00 00:00:00;T;3
312.09.01.00;12;9;1;0;INCREMENTO DE DEPOSITOS RECIBIDOS EN GARANTIA;3;A;;0000-00-00 00:00:00;D;4
312.09.99.00;12;9;99;0;INCREMENTO DE OTROS FONDOS DE TERCEROS;3;A;;0000-00-00 00:00:00;D;4
312.10.00.00;12;10;0;0;INCREMENTO DE DEPOSITOS EN INSTITUCIONES FINANCIERAS;3;A;;0000-00-00 00:00:00;T;3
312.10.01.00;12;10;1;0;INCREMENTO DE DEPOSITOS A LA VISTA;3;A;;0000-00-00 00:00:00;D;4
312.10.01.01;12;10;1;1;INCREMENTO DE DEPOSITOS A LA VISTA DE ORGANISMOS DEL SECTOR PUBLICO;3;A;;0000-00-00 00:00:00;D;5
312.10.01.02;12;10;1;2;INCREMENTO DE DEPOSITOS A LA VISTA DE PERSONAS NATURALES Y JURIDICAS DEL SECTOR PRIVADO;3;A;;0000-00-00 00:00:00;D;5
312.10.02.00;12;10;2;0;INCREMENTO DE DEPOSITOS A PLAZO FIJO;3;A;;0000-00-00 00:00:00;D;4
312.10.02.01;12;10;2;1;INCREMENTO DE DEPOSITOS A PLAZO FIJO DE ORGANISMOS DEL SECTOR PUBLICO;3;A;;0000-00-00 00:00:00;D;5
312.10.02.02;12;10;2;2;INCREMENTO DE DEPOSITOS A PLAZO FIJO DE PERSONAS NATURALES Y JURIDICAS DEL SECTOR PRIVADO;3;A;;0000-00-00 00:00:00;D;5
312.11.00.00;12;11;0;0;REESTRUCTURACION Y/O REFINANCIAMIENTO DE LA DEUDA PUBLICA;3;A;;0000-00-00 00:00:00;T;3
312.11.01.00;12;11;1;0;INCREMENTO POR REESTRUCTURACION Y/O REFINANCIAMIENTO DE LA DEUDA PUBLICA INTERNA DE LARGO PLAZO EN CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.11.02.00;12;11;2;0;INCREMENTO POR REESTRUCTURACION Y/O REFINANCIAMIENTO DE LA DEUDA PUBLICA INTERNA DE CORTO PLAZO EN LARGO PLAZO;3;A;;0000-00-00 00:00:00;D;4
312.11.03.00;12;11;3;0;INCREMENTO POR REESTRUCTURACION Y/O REFINANCIAMIENTO DE LA DEUDA PUBLICA EXTERNA DE LARGO PLAZO EN CORTO PLAZO;3;A;;0000-00-00 00:00:00;D;4
